book;code;text;never_main;gender
NCSP;BWC00;Reoperasjon for dyp infeksjon ved endokrin kirurgi;;
NCSP;BWD00;Reoperasjon for overfladisk blødning ved endokrin kirurgi;;
NCSP;BWE00;Reoperasjon for dyp blødning ved endokrin kirurgi;;
NCSP;BWW99;Annen reoperasjon ved endokrin kirurgi;;
NCMP;BXFX10;Tyreoideafunksjonstest ved pentagastrinstimulering;;
NCMP;BXFX15;Funksjonstest ved kalsiuminfusjon;;
NCMP;BXFX89;Spesifisert hormonprofil IKA;;
NCRP;BXW96X;Annen bildeveiledet intervensjon på endokrine organer;;
NCSP;BXW99;Annet mindre inngrep på endokrine organer;;
NCSP;CAA00;Punksjon av abscess i orbita;;
NCSP;CAA10;Eksplorativ fremre orbitotomi;;
NCSP;CAA20;Eksplorativ lateral orbitotomi;;
NCSP;CAA30;Biopsi fra orbita;;
NCSP;CAB00;Fremre orbitotomi med ekstirpasjon av lesjon;;
NCSP;CAB10;Lateral orbitotomi med ekstirpasjon av lesjon;;
NCSP;CAB40;Transkraniell orbitotomi med ekstirpasjon av lesjon;;
NCSP;CAB50;Orbitotomi med fjerning av fremmedlegeme;;
NCSP;CAC00;Rekonstruksjon av orbitas beinvegg;;
NCSP;CAC10;Rekonstr av orbitas benvegg med bentransplantat eller skinne;;
NCSP;CAC20;Dekompressiv lateral orbitotomi;;
NCSP;CAC30;Dekompressiv orbitotomi til bihule;;
NCSP;CAC40;Transkranial dekompr av orbitas tak eller canalis opticus;;
NCSP;CAC42;Dekompresjon av orbita med koronal tilgang;;
NCSP;CAC44;Kombinert dekompresjon av orbita;;
NCSP;CAC50;Korreksjon av medfødt misdannelse av orbitas beinvegg;;
NCSP;CAD00;Eksenterasjon av orbita med transplantat eller lapp;;
NCSP;CAE00;Fjerning av implantat fra orbita;;
NCSP;CAE10;Revisjon av konjunktivalhule;;
NCSP;CAE20;Revisjon av konjunktivalhule med transplantat;;
NCSP;CAW99;Annen operasjon på orbita;;
NCSP;CAX00;Nålebiopsi fra orbita;;
NCSP;CAX10;Finnålsaspirasjon fra orbita;;
NCSP;CAX15;Retrobulbær terapeutisk injeksjon i orbita;;
NCSP;CAX20;Peribulbær terapeutisk injeksjon i orbita;;
NCSP;CBA00;Incisjon av øyelokk;;
NCSP;CBA10;Biopsi av øyelokk;;
NCSP;CBB00;Eksisjon av chalazion;;
NCSP;CBB10;Eksisjon av løs hud i øyelokk;;
NCSP;CBB12;Reseksjon av m. orbicularis oculi;;
NCSP;CBB15;Reseksjon av fetthernie i øyelokk;;
NCSP;CBB20;Eksisjon av løs hud og reseksjon av fetthernie i øyelokk;;
NCSP;CBB30;Ekstirpasjon av lesjon i øyelokk;;
NCSP;CBB32;Destruksjon av lesjon på øyelokk;;
NCSP;CBB50;Ekstirp av lesjon øyelokk & rekonstr m/transplantat el lapp;;
NCSP;CBB99;Annet inngrep ved lokal forandring i øyelokk;;
NCSP;CBC00;Sutur av øyelokk;;
NCSP;CBC10;Fjerning av fremmedlegeme fra øyelokk;;
NCSP;CBC99;Annen operasjon for skade av øyelokk;;
NCSP;CBD00;Rekonstruksjon av øyelokk med sutur;;
NCSP;CBD10;Rekonstruksjon av øyelokk med transplantat eller lapp;;
NCSP;CBD11;Åpning av lapp etter rekonstruksjon av øyelokk;;
NCSP;CBD99;Annen rekonstruksjon av øyelokk;;
NCSP;CBG00;Elektrolyseepilasjon av cilier;;
NCSP;CBG10;Kryokirurgi for trichiasis;;
NCSP;CBG20;Rekonstruksjon av øyelokkskant ved trichiasis;;
NCSP;CBG99;Annen operasjon for trichiasis;;
NCSP;CBH00;Canthotomi;;
NCSP;CBH05;Canthopeksi;;
NCSP;CBH10;Rekonstruksjon av canthus;;
NCSP;CBH25;Tarsorafi;;
NCSP;CBH40;Oppklipping av tarsorafi;;
NCSP;CBH50;Rekonstruksjon ved epicanthus;;
NCSP;CBH99;Annen operasjon på canthus;;
NCSP;CBJ00;Løfting av øyelokk med sutur;;
NCSP;CBJ10;Løfting av øyelokk med slynge;;
NCSP;CBJ20;Tarsomyektomi på øyelokk;;
NCSP;CBJ30;Rekonstruksjon av levatoraponevrose i øyelokk;;
NCSP;CBJ40;Reseksjon av levatormuskel i øyelokk;;
NCSP;CBJ45;Stramming av øvre tarsalmuskel;;
NCSP;CBJ50;Operasjon for ptose av øyebryn;;
NCSP;CBJ99;Annen operasjon for ptose i øyeregionen;;
NCSP;CBK00;Korreksjon av øyelokksretraksjon;;
NCSP;CBK10;Operasjon for lagoftalmus;;
NCSP;CBK99;Annen operasjon for øyelokksretraksjon eller lagoftalmus;;
NCSP;CBL00;Myektomi eller nevrotomi for blefarospasme;;
NCSP;CBL99;Annen operasjon for blefarospasme;;
NCSP;CBN00;Eversjonssutur av øyelokk;;
NCSP;CBN10;Flytting og stramming av orbicularis oculi;;
NCSP;CBN20;Stramming av øyelokksretraktorer;;
NCSP;CBN30;Stramming av ligament i canthus;;
NCSP;CBN40;Reseksjon av tarsus;;
NCSP;CBN50;Reseksjon av tarsus og hud;;
NCSP;CBN60;Reseksjon av arr på øyelokk og plastisk rekonstruksjon;;
NCSP;CBN99;Annen operasjon for malposisjon av øyelokk;;
NCSP;CBW99;Annen operasjon på øyelokk;;
NCSP;CBX00;Nålebiopsi av øyelokk;;
NCSP;CBX10;Enkel epilasjon av cilier;;
NCSP;CBX20;Terapeutisk injeksjon i øyelokk;;
NCSP;CBX30;Fjerning av ptosesutur fra øyelokk;;
NCSP;CBX35;Justering av ptosesutur;;
NCSP;CCA00;Incisjon av tårekjertel;;
NCSP;CCA10;Biopsi av tårekjertel;;
NCSP;CCA20;Incisjon av tårepunkt eller tårekanalikkel;;
NCSP;CCA30;Incisjon av tåresekk;;
NCSP;CCA40;Biopsi av tåreveier;;
NCSP;CCB00;Partiell dacryoadenektomi;;
NCSP;CCB10;Total dacryoadenektomi;;
NCSP;CCB99;Annen operasjon på tårekjertel;;
NCSP;CCC00;Okklusjon av tårepunkt eller tårekanalikkel;;
NCSP;CCC50;Dacryocystektomi;;
NCSP;CCC99;Annen operasjon på tåreveier;;
NCSP;CCD00;Lukking av tårefistel;;
NCSP;CCD10;Sutur av tårekanalikkel;;
NCSP;CCD20;Sutur og intubasjon av tårekanalikkel;;
NCSP;CCD30;Rekonstruksjon av tårekanalikkel;;
NCSP;CCD40;Perkutan dacryocystorhinostomi;;
NCSP;CCD50;Dacryocystorhinostomi med intubasjon;;
NCSP;CCD60;Transnasal dacryocystorhinostomi;;
NCSP;CCD70;Conjunctivocystorhinostomi med intubasjon;;
NCSP;CCD99;Annet rekonstruksjonsinngrep på tåreveier;;
NCMP;CCFX00;Diagnostisk irrigasjon av tåreveiene;;
NCMP;CCFX05;Undersøkelse av tåreproduksjon;;
NCSP;CCW99;Annen operasjon på tåreapparatet;;
NCSP;CCX00;Nålebiopsi av tårekjertel;;
NCSP;CCX10;Sondering av tårekanalikkel eller tårekanal til nesen;;
NCSP;CCX30;Intubasjon av tårekanalikkel eller tårekanal til nesen;;
NCSP;CDB00;Åpen fjerning av intrabulbært fremmedlegeme;;
NCSP;CDB10;Fjerning av intrabulbært fremmedlegeme med magnet;;
NCSP;CDB99;Annen fjerning av intrabulbært fremmedlegeme;;
NCSP;CDC00;Enukleasjon av øye;;
NCSP;CDC10;Enukleasjon av øye med innlegging av protese;;
NCSP;CDC20;Enukleasjon av øye med transplantat;;
NCSP;CDC30;Eviscerasjon av øye;;
NCSP;CDC40;Eviscerasjon av øye med innlegging av protese;;
NCSP;CDC50;Eviscerasjon av øye med transplantat;;
NCMP;CDDP20;Fotoangiografi av øye;;
NCMP;CDFM05;Trykkurve, øye, langtidsregistrering;;
NCMP;CDFX10;Akselengdemåling av øyeglobus;;
NCSP;CDW99;Annen operasjon på øyeeplet;;
NCSP;CEA00;Biopsi av øyemuskel;;
NCSP;CEB00;Myektomi av øyemuskel;;
NCSP;CEB10;Partiell myotomi av øyemuskel;;
NCSP;CEB20;Total myotomi av øyemuskel;;
NCSP;CEB30;Tenotomi av øyemuskel;;
NCSP;CEC00;Tilbakelegging av øyemuskel;;
NCSP;CEC10;Tilbakelegging og reseksjon av øyemuskel;;
NCSP;CEC20;Tilbakelegging og fremlegging av øyemuskler;;
NCSP;CEC30;Reseksjon av øyemuskel;;
NCSP;CEC40;Reseksjon og fremlegging av øyemuskel;;
NCSP;CEC50;Fremlegging av øyemuskel;;
NCSP;CEC60;Flytting av øyemuskel med justerbar sutur;;
NCSP;CEC70;Flytting av øyemuskler ved nystagmus;;
NCSP;CEC80;Partiell transposisjon av øyemuskel;;
NCSP;CEC85;Kombinert korreksjon for cyclodeviasjon;;
NCSP;CEC90;Total transposisjon av øyemuskel;;
NCSP;CED00;Folding av øyemuskel;;
NCSP;CEE00;Bakre fiksasjonssutur i øyemuskel;;
NCSP;CEE10;Fiksasjon av øyemuskel med ankersutur;;
NCSP;CEF00;Løsning av fastloddet øyemuskel;;
NCSP;CEF10;Sutur av skadet øyemuskel eller Tenons kapsel;;
NCMP;CEFE00;Elektromyografi (EMG) av øyemuskler;;
NCMP;CEFX00;Utredning av skjeling;;
NCSP;CEW99;Annen operasjon på øyemuskel;;
NCSP;CEX00;Terapeutisk injeksjon i øyemuskel;;
NCSP;CFA00;Incisjon av conjunctiva;;
NCSP;CFA10;Peritomi av conjunctiva;;
NCSP;CFA20;Biopsi av conjunctiva;;
NCSP;CFA30;Reseksjon av conjunctiva;;
NCSP;CFB00;Sutur av conjunctiva;;
NCSP;CFB10;Fjerning av fremmedlegeme fra conjunctiva;;
NCSP;CFC00;Ekstirpasjon av lesjon i conjunctiva;;
NCSP;CFC15;Destruksjon av lesjon i conjunctiva;;
NCSP;CFC30;Eksisjon av trakomfollikler;;
NCSP;CFD00;Rekonstruksjon av conjunctiva uten transplantat;;
NCSP;CFD10;Rekonstruksjon av conjunctiva med transplantat;;
NCSP;CFW99;Annen operasjon på conjunctiva;;
NCSP;CFX00;Subkonjunktival terapeutisk injeksjon;;
NCSP;CGA00;Biopsi av cornea;;
NCSP;CGA10;Biopsi av sclera;;
NCSP;CGB00;Keratotomi;;
NCSP;CGB10;Sklerotomi;;
NCSP;CGC10;Fjerning av fremmedlegeme fra cornea;;
NCSP;CGC20;Fjerning av fremmedlegeme fra cornea med magnet;;
NCSP;CGC30;Fjerning av fremmedlegeme fra sclera;;
NCSP;CGC40;Fjerning av fremmedlegeme fra sclera med magnet;;
NCSP;CGD00;Keratotomi for refraksjonsanomali;;
NCSP;CGD10;Laserkeratoplastikk for refraksjonsanomali;;
NCSP;CGD15;Termokeratoplastikk;;
NCSP;CGD20;Keratomileuse;;
NCSP;CGD40;Implantasjon av intracorneale ringsegmenter;;
NCSP;CGD99;Annen operasjon for refraksjonsanomali;;
NCSP;CGE05;Destruksjon av lesjon i cornea;;
NCSP;CGE10;Keratektomi;;
NCSP;CGE30;Sklerektomi;;
NCSP;CGE32;Destruksjon av lesjon i sclera;;
NCSP;CGE45;Rekonstr av cornea med transpl av limbale stamceller;;
NCSP;CGE50;Eksisjon av pterygium;;
NCSP;CGE55;Eksisjon av pterygium med transplantasjon av conjunctiva;;
NCSP;CGE99;Annen operasjon for lesjon i cornea eller sclera;;
NCSP;CGF00;Lukking av sår i cornea med vevslim;;
NCSP;CGF10;Sutur av sår i cornea;;
NCSP;CGF20;Sutur av sår i cornea med dekking av conjunctiva;;
NCSP;CGF25;Sutur av sår i cornea med fjerning av prolabert uvealvev;;
NCSP;CGF30;Dekking av cornea med conjunctiva;;
NCSP;CGF35;Rekonstruksjon av cornea med transplantat;;
NCSP;CGF40;Lukking av sår i sclera med vevslim;;
NCSP;CGF45;Sutur av sår i sclera;;
NCSP;CGF50;Sutur av sår i sclera med dekking av conjunctiva;;
NCSP;CGF55;Sutur av sår i sclera med fjerning av prolabert uvealvev;;
NCSP;CGF99;Annen op på kornea eller sklera for perforerende skade;;
NCMP;CGFT00;Ultralyd biomikroskopi av hornhinne;;
NCMP;CGFX05;Keratometri;;
NCMP;CGFX06;Utvidet keratometri med C-scan;;
NCMP;CGFX15;Måling av corneatykkelse (pachymetri);;
NCSP;CGG00;Tatovering av cornea;;
NCSP;CGG10;Korreksjon av keratokonus ved termokauterisering;;
NCSP;CGG20;Epikeratofaki eller keratofaki;;
NCSP;CGG30;Fremre lamellær corneatransplantasjon;;
NCSP;CGG31;Bakre lamellær corneatransplantasjon;;
NCSP;CGG35;Transplantasjon av corneaendotel;;
NCSP;CGG40;Gjennomgående autotransplantasjon av cornea;;
NCSP;CGG45;Gjennomgående homotransplantasjon av cornea;;
NCSP;CGG50;Implantasjon av keratoprotese;;
NCSP;CGG60;Forsterkning av sclera med transplantat;;
NCSP;CGG65;Forsterkning av sclera ved kollagen krysslenking (CXL);;
NCSP;CGG70;Laserassistert fremre lamellær keratoplastikk;;
NCSP;CGG72;Laserassistert gjennomgripende keratoplastikk;;
NCSP;CGG99;Annet rekonstruksjonsinngrep på cornea eller sclera;;
NCMP;CGGX00;Corneaskylling med skyllelinse;;
NCSP;CGW99;Annen operasjon på cornea eller sclera;;
NCSP;CGX00;Dekking av cornea og sclera med myk linse;;
NCSP;CGX10;Fjerning av suturer i cornea;;
NCSP;CGX20;Lasersuturløsning i cornea eller sclera;;
NCSP;CHA10;Biopsi av iris;;
NCSP;CHA20;Biopsi av corpus ciliare;;
NCSP;CHB00;Lasersynekiolyse;;
NCSP;CHB10;Kammerpunksjon med irrigasjon;;
NCSP;CHB15;Kammerpunksjon med erstatning av kammervann;;
NCSP;CHB20;Goniopunktur;;
NCSP;CHB30;Goniotomi;;
NCSP;CHB40;Goniosynekiolyse;;
NCSP;CHB50;Trabekulotomi;;
NCSP;CHB60;Fremre synekiolyse;;
NCSP;CHB65;Bakre synekiolyse;;
NCSP;CHB99;Annen operasjon på fremre kammer eller kammervinkelen;;
NCSP;CHC00;Iridotomi;;
NCSP;CHC05;Laseriridotomi;;
NCSP;CHC10;Basal iridektomi;;
NCSP;CHC20;Sektoriridektomi;;
NCSP;CHC30;Sentral iridektomi;;
NCSP;CHD00;Lasertrabekuloplastikk;;
NCSP;CHD05;Selektiv lasertrabekuloplastikk;;
NCSP;CHD10;Trabekulektomi;;
NCSP;CHD15;Trabekulektomi og iridektomi;;
NCSP;CHD20;Trepanasjon av sclera;;
NCSP;CHD25;Trepanasjon av sclera med iridektomi;;
NCSP;CHD28;Bakre sklerotomi;;
NCSP;CHD30;Lasertrabekulektomi;;
NCSP;CHD50;Implantasjon av kateter til fremre kammer;;
NCSP;CHD60;Dyp sclerektomi uten implantat;;
NCSP;CHD65;Dyp sclerektomi med implantat;;
NCSP;CHD99;Annen filtrasjonsoperasjon;;
NCMP;CHDP00;Fotografisk registrering av iris m/i.v. kontrastmiddel;;
NCSP;CHE00;Pupillotomi;;
NCSP;CHE05;Laserpupillotomi;;
NCSP;CHE10;Ekstirpasjon av lesjon i iris;;
NCSP;CHE20;Laserterapi av lesjon i iris;;
NCSP;CHE30;Irissutur;;
NCSP;CHE35;Rekonstruksjon av irisdefekt med kunstig protese;;
NCSP;CHE99;Annen operasjon for lesjon i iris;;
NCSP;CHF00;Ekstirpasjon av lesjon i corpus ciliare;;
NCSP;CHF05;Transskleral laserkoagulasjon av corpus ciliare;;
NCSP;CHF10;Transpupillær laserkoagulasjon av corpus ciliare;;
NCSP;CHF12;Endoskopisk laserkoagulasjon av corpus ciliare;;
NCSP;CHF15;Kryokirurgi av corpus ciliare;;
NCSP;CHF20;Elektrokoagulasjon av corpus ciliare;;
NCSP;CHF30;Cyclodialyse;;
NCSP;CHF99;Annen operasjon på corpus ciliare;;
NCMP;CHFX05;Provokasjonstest ved trangvinkelglaukom;;
NCSP;CHW99;Annen op fremre kammer, kammervinkel, iris el corp ciliare;;
NCSP;CHX10;Nåleaspirasjon av kammervann;;
NCSP;CHX20;Nålebiopsi av iris;;
NCSP;CHX30;Nålebiopsi av corpus ciliare;;
NCSP;CJA00;Implantasjon av intraokulær kontaktlinse i fremre kammer;;
NCSP;CJA10;Implantasjon av intraokulær kontaktlinse i bakre kammer;;
NCSP;CJB00;Kirurgisk discisjon av sekundær katarakt;;
NCSP;CJB10;Laserdiscisjon av sekundær katarakt;;
NCSP;CJB20;Skylling og polering av sekundær katarakt;;
NCSP;CJB30;Eksisjon av sekundær katarakt;;
NCSP;CJB40;Fremre laserkapsulotomi;;
NCSP;CJB99;Annen operasjon for sekundær katarakt;;
NCSP;CJC00;Intrakapsulær kataraktekstraksjon;;
NCSP;CJC05;Intrakapsulær kataraktekstraksjon m/iridektomi el iridotomi;;
NCSP;CJC10;Intrakaps kataraktekstr m/impl av kunstig linse i camera ant;;
NCSP;CJC15;Intrkaps ktrktxtr m/impl linse cam ant & iridekt/iridotomi;;
NCSP;CJC20;Intrakaps kataraktekstr m/impl kunstig linse i camera post;;
NCSP;CJC25;Intrkaps ktrktxtr m/impl linse cam post & iridekt/iridotomi;;
NCSP;CJC99;Annen intrakapsulær kataraktoperasjon;;
NCSP;CJD00;Ekstrakapsulær kataraktekstraksjon;;
NCSP;CJD05;Ekstrakaps kataraktekstr med iridektomi eller iridotomi;;
NCSP;CJD10;Ekstrakaps kataraktekstr m/impl kunstig linse i camera ant;;
NCSP;CJD15;Xtrakps ktrktxtr m/impl linse i cam ant & iridekt/iridotomi;;
NCSP;CJD20;Ekstrakaps kataraktekstr m/impl kunstig linse i camera post;;
NCSP;CJD25;Ekskaps katekstr m/impl linse i cam post & iridekt/iridotomi;;
NCSP;CJD30;Pars plana-lensektomi;;
NCSP;CJD99;Annen ekstrakapsulær kataraktoperasjon;;
NCSP;CJE00;Fakoemulsifikasjon;;
NCSP;CJE05;Fakoemulsifikasjon med iridektomi eller iridotomi;;
NCSP;CJE10;Fakoemuls med implantasjon av kunstig linse i fremre kammer;;
NCSP;CJE15;Fakoemuls m/impl kunstig linse i cam ant & iridekt/iridotomi;;
NCSP;CJE20;Fakoemuls med implantasjon av kunstig linse i bakre kammer;;
NCSP;CJE25;Fakoemuls m/impl kunst linse i cam post & iridekt/iridotomi;;
NCSP;CJE99;Annen ekstrakapsulær kataraktoperasjon med emulsifikasjon;;
NCSP;CJF00;Sekundær implantasjon av kunstig linse i fremre kammer;;
NCSP;CJF10;Sekundær implantasjon av kunstig linse i bakre kammer;;
NCSP;CJF20;Fjerning av kunstig linse;;
NCSP;CJF30;Reposisjon av kunstig linse;;
NCSP;CJF40;Utskifting av kunstig linse i fremre kammer;;
NCSP;CJF45;Utskift av kunstig linse i fremre kammer m/iridekt/iridotomi;;
NCSP;CJF50;Utskifting av kunstig linse i bakre kammer;;
NCSP;CJF55;Utskift av kunstig linse i bakre kammer m/iridekt/iridotomi;;
NCSP;CJF99;Annen operasjon ved kunstig linse;;
NCSP;CJG00;Ekstraksjon av luksert linse;;
NCSP;CJG05;Ekstraksjon av luksert linse med iridektomi eller iridotomi;;
NCSP;CJG10;Ekstr av luksert linse m/impl av kunstig linse i camera ant;;
NCSP;CJG15;Xtr lux linse m/impl linse i camera ant & iridekt/iridotomi;;
NCSP;CJG20;Ekstr av luksert linse m/impl av kunstig linse i camera post;;
NCSP;CJG25;Xtr lux linse m/impl linse i camera post & iridekt/iridotomi;;
NCSP;CJG99;Annen operasjon ved linseluksasjon;;
NCSP;CJW99;Annen operasjon på linse;;
NCSP;CKA00;Biopsi av choroidea;;
NCSP;CKA10;Biopsi av corpus vitreum;;
NCSP;CKA20;Biopsi av retina;;
NCSP;CKB00;Punksjon og aspirasjon av corpus vitreum;;
NCSP;CKB10;Punksjon, aspirasjon av corpus vitreum og inj av substitutt;;
NCSP;CKB99;Annen operasjon ved chorioidalløsning;;
NCSP;CKC00;Laservitreolyse;;
NCSP;CKC05;Transpupillær laserbehandling av lesjon i choroidea;;
NCSP;CKC12;Transpupillær laserbehandling av retina;;
NCSP;CKC20;Cryopeksi av tilliggende retina;;
NCSP;CKC30;Cryopeksi av avløst retina;;
NCSP;CKC40;Elektrokoagulasjon av retina;;
NCSP;CKC50;Transskleral laserterapi av retina;;
NCSP;CKC60;Lokal innbukning av sclera med plombe;;
NCSP;CKC65;Fjerning av plombe fra sclera;;
NCSP;CKC70;Sirkulær innbukning av sclera;;
NCSP;CKC75;Fjerning av cerclage fra sclera;;
NCSP;CKC99;Annen ekstraokulær operasjon på corpus vitreum eller retina;;
NCSP;CKD00;Dekompressiv punktur av corpus vitreum;;
NCSP;CKD05;Injeksjon av medikament i corpus vitreum;;
NCSP;CKD10;Insufflasjon av corpus vitreum;;
NCSP;CKD15;Injeksjon av substitutt i corpus vitreum;;
NCSP;CKD20;Fjerning av corpus vitreum-substitutt;;
NCSP;CKD25;Ekstern drenasje av subretinal væske;;
NCSP;CKD30;Intern drenasje av subretinal væske;;
NCSP;CKD40;Endofotokoagulasjon av retina;;
NCSP;CKD45;Endokryokirurgi av retina;;
NCSP;CKD50;Endodiatermi av retina;;
NCSP;CKD60;Fremre vitrektomi;;
NCSP;CKD65;Pars plana- eller pars plicata-vitrektomi;;
NCSP;CKD70;Eksisjon av preretinal eller epiretinal membran;;
NCSP;CKD75;Retinotomi;;
NCSP;CKD80;Retinektomi;;
NCSP;CKD85;Fjerning av subretinal membran eller streng;;
NCSP;CKD90;Fjerning av subretinal blødning;;
NCSP;CKD99;Annen intraokulær operasjon på corpus vitreum eller retina;;
NCMP;CKDP10;Fundusfotografi;;
NCSP;CKE00;Ekstirpasjon av lesjon i choroidea;;
NCSP;CKE15;Endofotokoagulasjon av lesjon i choroidea;;
NCSP;CKE20;Kryokirurgi av lesjon i choroidea;;
NCSP;CKE30;Ekstirpasjon av lesjon i retina;;
NCSP;CKE45;Endofotokoagulasjon av lesjon i retina;;
NCSP;CKE50;Kryokirurgi av lesjon i retina;;
NCSP;CKE60;Brakyterapi av choroidea og retina;;
NCSP;CKE65;Fjerning av brakyterapeutisk plate fra øye;;
NCSP;CKE99;Annen operasjon for lesjon i choroidea eller retina;;
NCMP;CKFF00;Måling av blodstrøm i øyets bakre segment;;
NCMP;CKFX00;Retinaundersøkelse av premature/nyfødte;;
NCMP;CKFX16;Undersøkelse av øyenbunnsstruktur med lysbølgebasert teknikk;;
NCSP;CKW99;Annen operasjon på choroidea, corpus vitreum eller retina;;
NCSP;CKX10;Nålebiopsi av choroidea;;
NCSP;CKX20;Nålebiopsi av corpus vitreum;;
NCSP;CKX30;Nålebiopsi av retina;;
NCSP;CWA00;Reoperasjon for sårruptur i øye eller øyeregion;;
NCSP;CWB00;Reoperasjon for overfladisk infeksjon i øye eller øyeregion;;
NCSP;CWC00;Reoperasjon for dyp infeksjon i øye eller øyeregion;;
NCSP;CWD00;Reoperasjon for overfladisk blødning i øye eller øyeregion;;
NCSP;CWE00;Reoperasjon for dyp blødning i øye eller øyeregion;;
NCSP;CWF00;Reop for insuffisiens av anastomose el sutur i øye el øyereg;;
NCSP;CWW99;Annen reoperasjon etter inngrep på øye eller øyeregion;;
NCMP;CXDP00;Fotografisk opptak av øyets ytre deler;;
NCMP;CXFX00;Perimetri;;
NCMP;CXFX05;Kontrastsynundersøkelse;;
NCMP;CXFX12;Utvidet fargesanstest med anomaloskop;;
NCMP;CXFX15;Mørkesynsundersøkelse;;
NCMP;CXFX20;Måling av akkomodasjonsbredde;;
NCMP;CXFX25;Nevrooftalmologisk undersøkelse;;
NCMP;CXGC00;Tilpasning av synshjelpemiddel;;
NCMP;CXGC05;Tilpasning av øyeprotese;;
NCSP;CXW99;Annet mindre inngrep på øyet eller øyeregionen;;
NCSP;CXX00;Klinisk øyeundersøkelse i narkose;;
NCSP;CXX99;Annen øyeundersøkelse;;
NCSP;DAA00;Incisjon av aurikkel;;
NCSP;DAB00;Eksisjon av lesjon av aurikkel;;
NCSP;DAB10;Reseksjon av aurikkel;;
NCSP;DAB20;Eksisjon av aurikkelfistel;;
NCSP;DAC00;Fjerning av fremmedlegeme fra aurikkel;;
NCSP;DAD00;Sutur av aurikkel;;
NCSP;DAD10;Rekonstruksjon av aurikkel;;
NCSP;DAD20;Beinforankring av aurikkelprotese;;
NCSP;DAD30;Aurikkelplastikk;;
NCSP;DAW99;Annet inngrep på aurikkel;;
NCSP;DAX00;Biopsi av aurikkel eller øregang;;
NCSP;DAX10;Nålebiopsi av aurikkel eller øregang;;
NCSP;DBA00;Incisjon i øregang;;
NCSP;DBB00;Eksisjon av lesjon i øregang;;
NCSP;DBD00;Sutur av øregang;;
NCSP;DBD10;Rekonstruksjon av øregang;;
NCSP;DBD20;Øregangsplastikk;;
NCSP;DBD30;Korreksjon av øregangsatresi;;
NCMP;DBFT00;Otomikroskopi;;
NCMP;DBGX00;Instrumentell fjerning av ørevoks;;
NCMP;DBGX20;Avstøping av øregang;;
NCSP;DBW99;Annen operasjon på øregang;;
NCSP;DBX00;Fjerning av fremmedlegeme fra øregang;;
NCSP;DCA00;Biopsi av trommehinne eller mellomøre;;
NCSP;DCA10;Paracentese av trommehinne;;
NCSP;DCA20;Innlegging av ventilasjonsrør gjennom trommehinne;;
NCSP;DCA30;Eksplorasjon av mellomøre;;
NCSP;DCB00;Eksisjon av lesjon i mellomøre;;
NCSP;DCB10;Adheranseløsning i mellomøre;;
NCSP;DCB20;Reseksjon av mellomøre;;
NCSP;DCB30;Eksisjon av mellomøre;;
NCSP;DCC00;Fjerning av fremmedlegeme fra mellomøre;;
NCSP;DCD00;Myringoplastikk;;
NCSP;DCD10;Tympanoplastikk;;
NCSP;DCW00;Fjerning av ventilasjonsrør fra trommehinne;;
NCSP;DCW99;Annen operasjon på trommehinne eller mellomøre;;
NCSP;DCX00;Fjerning av fremmedlegeme fra trommehinne;;
NCSP;DCX10;Nålebiopsi av trommehinne;;
NCSP;DDA00;Stapedotomi;;
NCSP;DDA10;Eksplorasjon av ørebeinskjeden;;
NCSP;DDB00;Stapedektomi;;
NCSP;DDC00;Fjerning av ørebeinsprotese;;
NCSP;DDD00;Mobilisering av stapes;;
NCSP;DDD05;Rekonstruksjon av ørebeinskjeden;;
NCSP;DDD10;Interposisjon mellom malleus og stapes;;
NCSP;DDD20;Interposisjon mellom trommehinne og stapes;;
NCSP;DDD30;Fiksasjon av trommehinne til stapeshode;;
NCSP;DDD40;Fiksasjon av trommehinne til stapesplate;;
NCSP;DDE00;Fiksasjon av elektromagnetisk hørselsprotese i mellomøre;;
NCSP;DDU10;Implantasjon av sekundær hørselsprotese i mellomøre;;
NCSP;DDW99;Annen operasjon på ørebeinskjeden;;
NCSP;DEA00;Biopsi av processus mastoideus eller tinningbeinet;;
NCSP;DEA10;Attico-antrotomi;;
NCSP;DEB00;Kortikal mastoidektomi;;
NCSP;DEB10;Attico-antro-mastoidektomi;;
