code;text
A16AX;Andre fordøyelses- og stoffskiftepreparater       
A16AX01;tioktsyre                                         
A16AX02;anetoltrition                                     
A16AX03;natrium fenylbutyrat                              
A16AX04;nitisinon                                         
A16AX05;sinkacetat                                        
A16AX06;miglustat
A16AX07;sapropterin
A16AX08;teduglutid
A16AX09;glyserolfenylbutyrat
A16AX10;eliglustat
A16AX11;natriumbenzoat
A16AX12;trientin
A16AX13;uridintriacetat
A16AX14;Migalastat
B;Blod og bloddannende organer                    
B01;Antitrombotiske midler         
B01A;Antitrombotiske midler 
B01AA;Vitamin K-antagonister                                
B01AA01;dikumarol                                         
B01AA02;fenindion                                         
B01AA03;warfarin                                          
B01AA04;fenprokumon                                       
B01AA07;acenokumarol                                      
B01AA08;etylbiskumacetat                                  
B01AA09;clorindion                                        
B01AA10;difenadion                                        
B01AA11;tioklomarol                                       
B01AA12;fluindion
B01AB;Heparingruppen                                    
B01AB01;heparin                                           
B01AB02;antitrombin III                            
B01AB04;dalteparin                                        
B01AB05;enoxaparin                                        
B01AB06;nadroparin                                        
B01AB07;parnaparin                                        
B01AB08;reviparin                                         
B01AB09;danaparoid                                        
B01AB10;tinzaparin                                        
B01AB11;sulodexid                                         
B01AB12;bemiparin
B01AB51;heparin, kombinasjoner                            
B01AC;Hemmere av blodplateaggregasjonen, unntatt heparin  
B01AC01;ditazol                                           
B01AC02;cloricromen                                       
B01AC03;pikotamid                                         
B01AC04;kopidogrel                                       
B01AC05;tiklopidin                                        
B01AC06;acetylsalisylsyre                                 
B01AC07;dipyridamol                                       
B01AC08;karbasalatkalsium                                
B01AC09;epoprostenol                                      
B01AC10;indobufen                                         
B01AC11;iloprost                                          
B01AC13;abciximab                                         
B01AC15;aloxiprin                                         
B01AC16;eptifibatid                                       
B01AC17;tirofiban                                         
B01AC18;Triflusal                                         
B01AC19;beraprost
B01AC21;treprostinil
B01AC22;prasugrel
B01AC23;cilostazol
B01AC24;tikagrelor
B01AC25;kangrelor
B01AC26;vorapaksar
B01AC27;seleksipag
B01AC30;kombinasjoner                                     
B01AC56;acetylsalisylsyre, kombinasjoner med protonpumpehemmere
B01AD;Enzymer                                           
B01AD01;streptokinase                                     
B01AD02;alteplase                                         
B01AD03;anistreplase                                      
B01AD04;urokinase                                         
B01AD05;fibrinolysin                                      
B01AD06;brinase                                           
B01AD07;reteplase                                         
B01AD08;saruplase                                         
B01AD09;ankrod                                            
B01AD10;drotrekogin alfa (aktivert)                       
B01AD11;tenekteplase
B01AD12;protein C
B01AE;Direkte trombininhibitorer
B01AE01;desirudin
B01AE02;lepirudin
B01AE03;argatroban
B01AE04;melagatran
B01AE05;ximelagatran
B01AE06;bivalirudin
B01AE07;dabigatran eteksilat
B01AF;Direkte factor Xa-inhibitorer
B01AF01;rivaroksaban
B01AF02;apixaban
B01AF03;edoksaban
B01AX;Andre antitrombotiske midler                       
B01AX01;defibrotid                                        
B01AX04;dermatansulfat                                    
B01AX05;fondaparinux
B02;Antihemoragika                           
B02A;Antifibrinolytika
B02AA;Aminosyrer                                        
